"“Look, everyone! This is what hatred looks like! This is what it does when it catches hold of you! It’s eating me alive, and very soon now it will kill me! Fear and anger only make it grow faster!” – Prince Ashitaka",,,,,
"“These days, there are angry ghosts all around us. Dead from wars, sickness, starvation, and nobody cares. So – you say you’re under a curse. So what, so’s the whole damn world.” – Jigo",,,,,
“To see with eyes unclouded by hate.” – Prince Ashitaka,,,,,
"“Ashitaka, you mean so much to me, but I can’t forgive the humans for what they’ve done.” – San",,,,,
"“My arm, it doesn’t hurt. IT’S HEALED!!! [stretches his arm and it cracks] Argh, no, it’s still broken.” – Kohroku",,,,,
"“Now watch closely, everyone. I’m going to show you how to kill a god. A god of life and death. The trick is not to fear him.” – Lady Eboshi",,,,,
“I’m getting a little bored of this curse of yours Ashitaka just let me cut the damn thing off.” – Lady Eboshi,,,,,
"“Well, they say that happy women make a happy village.” – Prince Ashitaka",,,,,
“Ashitaka… can you save the girl you love?” – Moro,,,,,
“So you say you’re under a curse? Well so what. So’s the whole damn world.” – Jigo,,,,,
“Are you selling donkey piss?” – Jigo,,,,,
"“You cannot alter your fate. However, you can rise to meet it.” – Hii-Sama",,,,,
"“Ugh, it’s that damn woman again.” – San",,,,,
"“Life is suffering. It is hard. The world is cursed. But still, you find reasons to keep living.” – Lady Eboshi",,,,,
“What I want is for the humans and the forest to live in peace!” – Prince Ashitaka,,,,,